,Text,target,charcaters_count,words_count,sentence_count
1517,"Its ok., i just askd did u knw tht no?",ham,38,12,1
1518,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam,141,30,2
1519,Those ducking chinchillas,ham,25,3,1
1520,I am in a marriage function,ham,27,6,1
1521,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,ham,159,33,1
1522,DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!,ham,107,22,2
1523,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,spam,142,28,1
1524,say thanks2. ,ham,13,3,1
1525,Msg me when rajini comes.,ham,25,6,1
1526,Ya! when are Ì_ taking ure practical lessons? I start in june..  ,ham,65,15,3
1527,"That's good, because I need drugs",ham,33,8,1
1528,Stupid.its not possible,ham,23,3,1
1529,Can Ì_ all decide faster cos my sis going home liao..,ham,53,12,1
1530,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,spam,159,33,5
1531,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,ham,104,25,3
1532,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,spam,154,28,2
1534,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam,81,14,1
1535,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",ham,144,34,1
1536,Kinda. First one gets in at twelve! Aah. Speak tomo,ham,51,13,4
1537,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",spam,153,29,4
1538,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,ham,114,27,1
1539,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,ham,131,34,3
1540,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",spam,159,30,3
1542,I wont touch you with out your permission.,ham,42,9,1
1543,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,spam,161,29,2
1544,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",ham,153,33,1
1545,Take some small dose tablet for fever,ham,37,7,1
1546,Oh. U must have taken your REAL Valentine out shopping first.,ham,61,13,2
1547,"Just sent you an email ÛÒ to an address with incomm in it, is that right?",ham,74,18,1
1548,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",ham,93,25,2
1549,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",ham,141,35,1
1550,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",ham,85,23,3
1551,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,ham,78,23,2
1552,Why you keeping me away like this,ham,33,7,1
1553,I think its far more than that but find out. Check google maps for a place from your dorm.,ham,90,21,2
1554,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,ham,147,34,2
1555,Have you always been saying welp?,ham,33,7,1
1556,"I'm a guy, browsin is compulsory",ham,32,8,1
1558,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham,149,27,2
1560,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",ham,132,35,1
1561,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",ham,154,39,6
1562,I told your number to gautham..,ham,31,7,1
1563,Tell them no need to investigate about me anywhere.,ham,51,10,1
1564,Ok i juz receive..,ham,18,5,1
1565,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",ham,172,38,3
1566,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",spam,130,28,2
1567,In the end she might still vomit but its okay. Not everything will come out.,ham,76,17,2
1568,How are you with moneY...as in to you...money aint a thing....how are you sha!,ham,78,21,1
1569,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,ham,112,25,4
1570,Hey gals.. Anyone of u going down to e driving centre tmr?,ham,58,14,2
1571,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,ham,158,38,3
1572,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,ham,60,19,2
1573,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",ham,154,32,2
1574,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",spam,154,36,7
1575,Host-based IDPS for linux systems.,ham,34,6,1
1576,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,122,25,1
1577,Don no da:)whats you plan?,ham,26,9,1
1578,Ill be there on  &lt;#&gt;  ok.,ham,31,13,1
1579,Oh my God. I'm almost home,ham,26,8,2
1580,Total video converter free download type this in google search:),ham,64,12,1
1581,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,spam,121,27,3
1583,Sounds like something that someone testing me would sayy,ham,56,9,1
1584,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,ham,148,36,2
1585,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",ham,90,22,3
1586,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,ham,110,26,3
1587,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",ham,458,102,6
1588,Hows the champ just leaving glasgow!,ham,36,7,1
1589,K:)all the best:)congrats...,ham,28,10,1
1590,I wonder if you'll get this text?,ham,33,9,1
1591,I need to come home and give you some good lovin...,ham,51,12,1
1592,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,spam,157,31,3
1593,Shall i ask one thing if you dont mistake me.,ham,45,11,1
1594,Check wid corect speling i.e. Sarcasm,ham,37,7,2
1595,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam,159,30,4
1596,Are you angry with me. What happen dear,ham,39,9,2
1597,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,ham,96,25,1
1598,Yup ok thanx...,ham,15,4,1
1599,Hi:)cts employee how are you?,ham,29,9,1
1600,Pls pls find out from aunt nike.,ham,32,8,1
1601,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",ham,152,39,5
1602,No screaming means shouting..,ham,29,5,1
1603,Hey what happen de. Are you alright.,ham,36,9,2
1604,Should I have picked up a receipt or something earlier,ham,54,10,1
1605,I think chennai well settled?,ham,29,6,1
1606,Oh dang! I didn't mean o send that to you! Lol!,ham,47,15,3
1607,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,ham,172,40,2
1608,Horrible bf... I now v hungry...,ham,32,8,2
1609,Remember on that day..,ham,22,5,1
1610,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,150,31,4
1611,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,ham,91,23,4
1612,All sounds good. Fingers . Makes it difficult to type,ham,53,11,3
1613,Midnight at the earliest,ham,24,4,1
1614,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,ham,121,28,1
1615,K come to nordstrom when you're done,ham,36,8,1
1616,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham,212,48,1
1617,Now press conference da:),ham,25,6,1
1618,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",spam,156,33,3
1619,After completed degree. There is no use in joining finance.,ham,59,12,2
1620,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",ham,155,37,6
1621,Shant disturb u anymore... Jia you...,ham,37,8,1
1622,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,ham,79,20,1
1623,"Me, i dont know again oh",ham,24,7,1
1624,Dude sux for snake. He got old and raiden got buff,ham,50,12,2
1625,He says hi and to get your ass back to south tampa (preferably at a kegger),ham,75,18,1
1626,In e msg jus now. U said thanks for gift.,ham,41,12,2
1627,U too...,ham,8,3,1
1628,Ok how you dear. Did you call chechi,ham,36,9,2
1629,Yeah we do totes. When u wanna?,ham,31,10,2
1630,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ham,73,16,1
1631,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),ham,127,30,3
1632,Wat r u doing?,ham,14,5,1
1633,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,ham,97,25,4
1634,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",ham,73,21,1
1635,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",ham,92,21,1
1636,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,ham,63,14,1
1637,Dude just saw a parked car with its sunroof popped up. Sux,ham,58,13,2
1638,Get ready to put on your excellent sub face :),ham,46,11,1
1639,Tmrw. Im finishing 9 doors,ham,26,6,2
1640,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",ham,143,50,2
1641,I am late. I will be there at,ham,29,9,2
1642,"whatever, im pretty pissed off.",ham,31,7,1
1644,I dont have that much image in class.,ham,37,9,1
1645,No:-)i got rumour that you going to buy apartment in chennai:-),ham,63,18,1
1646,Near kalainar tv office.thenampet,ham,33,4,1
1647,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,spam,145,23,2
1648,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,spam,149,31,4
1649,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,ham,104,28,2
1650,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",ham,58,16,1
1651,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,ham,62,18,3
1652,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",ham,184,41,1
1653,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,ham,611,220,38
1654,"Why is that, princess? I bet the brothas are all chasing you!",ham,61,15,2
1655,"I shall book chez jules for half eight, if that's ok with you?",ham,62,16,1
1656,Hhahhaahahah rofl wtf nig was leonardo in your room or something,ham,64,11,1
1657,"Yep, at derek's house now, see you Sunday &lt;3",ham,47,15,1
1658,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",ham,92,28,1
1660,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,ham,338,79,4
1661,There are no other charges after transfer charges and you can withdraw anyhow you like,ham,86,15,1
1662,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",ham,159,36,1
